Code,Company,City,Country
EARU,"EURO-ASIAN RUISHENG INDUSTRIAL CO,LIMITED",HONG KONG,HK
EASU,WATERFRONT CONTAINER LEASING CO INC.,"SAN FRANCISCO, CA 94109",United States
EAXU,EAS INTERNATIONAL SHIPPING CO LTD.,TIANJIN,China
EBCU,TWS TANKCONTAINER-LEASING GMBH & CO KG,Hamburg,Germany
ECAU,ENERCON GMBH,AURICH,Germany
ECBU,EUROPEAN CONTAINERS NV,ZEEBRUGGE,Belgium
ECCU,ALOREM,Beynost,France
ECEU,HQEC,STRASBOURG CEDEX 1,France
ECIU,ECEM BV,AMSTERDAM,Netherlands
ECLU,TRANSPORT L'ECLIPSE,Corbas,France
ECMU,CMA-CGM,MARSEILLE CEDEX 02,France
ECNU,ECONSHIP MARINE PTE LTD,Singapore,Singapore
ECOU,ECO.GE.M.M.A,ASSEMINI (CA),Italy
ECPU,ECLIPS PTY LTD,Fyshwick,Australia
ECRU,ENERGYST GROUP SERVICES B.V.,BREDA,Netherlands
ECSU,BALTICON S.A.,GDYNIA,Poland
ECUU,ECOPRO-M LLC,Moscow,Russian Federation
EDCU,DAHER NUCLEAR TECHNOLOGIES SAS,Marignane Cedex,France
EDDU,TEHNOTRANS LTD,MOSCOW,Russian Federation
EDPU,EUROPEAN DATA PROJECT S.R.O,ROUSINOV,Czech Republic
EDRU,EDER ZOLTAN E.V.,ZALAEGERSZEG,Hungary
EDZU,E-COMMODITIES HOLDINGS LIMITED,Beiijng,China
EECU,FUJIAN ELEGANT CREATION ELECTRONIC CHEMICAL CORP,Sanming,China
EETU,ENERGO-TRANS,Moscou,Russian Federation
EFCU,FINSTERWALDER CONTAINER GMBH,KAUFBEUREN,Germany
EFGU,"ELECTRONIC FUOROCARBONS, LLC","HATFIELD, PA-19440",United States
EFKU,"ELIT FASHION CLUB, PE.,","Kremenchuk, Poltava region",Ukraine
EGAU,ELGAS,Matraville,Australia
EGFU,GUIBERT FRERES SARL,SAINT-PIERRE,France
EGHU,EVERGREEN MARINE (HONG KONG) LTD,Wan Chai,HK
EGSU,EVERGREEN MARINE (SG) PTE LTD,Singapore,Singapore
EHPU,EURO-HEL MAREK PIGŁAS,Odolanów,Poland
EHSU,EHS TANK.CO.LIMITED,CENTRAL,HK
EIAU,ISOTANK MANAGEMENT PTE.LTD.,Singapore,Singapore
EIMU,EIMSKIP ISLAND EHF,REYKJAVIK,Iceland
EIRU,ALLIANCEUROPE,BOLBEC,France
EISU,EVERGREEN INTERNATIONAL S.A.,PANAMA CITY,Panama
EITU,GAINING ENTERPRISE S.A.,PANAMA CITY,Panama
EKBU,CONTMASTER,Ekaterinburg,Russian Federation
EKCU,VAN DEN BOSCH TRANSPORTE GMBH,GUNSKIRCHEN,Austria
EKLU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
EKOU,FORTUM WASTE SOLUTIONS OY,Fortum,Finland
EKTU,E KAY TECHNOLOGY CO LTD,TAOYUAN CITY,"Taiwan, China"
EKYU,"E-KWAN ENTERPRISE CO., LTD",Kaohsiung,"Taiwan, China"
ELAU,ELA CONTAINER GMBH,HAREN (EMS),Germany
ELBU,ELBURG GLOBAL BV,Huizen,Netherlands
ELCU,ELA CONTAINER OFFSHORE GMBH,HAREN (Ems),Germany
ELEU,THALES TRANSPORTATION SYSTEMS GMBH,DITZINGEN,Germany
ELFU,ELFCON CONTAINER SERVICE AB,GOTHENBURG,Sweden
ELGU,THE EGYPTIAN OPERATING COMPANY FOR NATURAL GAS LIQUEFACTION PROJECTS PRIVATE,El Behiera,Egypt
ELKU,EURO NORDIC LOGISTICS B.V,RIDDERKERK,Netherlands
ELPU,ELEPHANT PLASTERBOARD NZ,HENDERSON - AUCKLAND,New Zealand
ELSU,ELECTROSEP TECHONOLOGIES INC.,Saint-Lambert,Canada
ELTU,EL-TRANS S.A.,RADZYMIN,Poland
EMAU,SEACO SRL,BRIDGETOWN BB11144,Barbados
EMBU,"NORAY CONTAINERS LOGISTICS, S.L.",Santa Perpètua de Mogoda,Spain
EMCU,EVERGREEN MARINE CORP (TAIWAN) LTD,TAOYUAN COUNTY,"Taiwan, China"
EMDU,EQUIPMENT MANAGEMENT SERVICES LLC,"HOUSTON, TX 77049",United States
EMGU,EMIRATES GAS LLC,"JEBEL ALI, DUBAI",United Arab Emirates
EMIU,ECOMARINE INTERNATIONAL SEATRADE LTD,LOME,Togo
EMJU,MJ CONLOG GMBH,Adendorf,Germany
EMKU,EMKAY LINES (PVT) LTD,PORT LOUIS,Mauritius
EMLU,LUGMAIR HANDELS U. TRANSPORT GMBH,ROITHAM,Austria
EMRU,EQUIPMENT MANAGEMENT SERVICES LLC,"HOUSTON, TX 77049",United States
EMSU,EQUIPMENT MANAGEMENT SERVICES LLC,"HOUSTON, TX 77049",United States
EMTU,EUROTRANSAC S.L.,VALENCIA,Spain
ENAU,MAERSK A/S,Copenhagen,Denmark
ENBU,ECO MODAL TRANSPORT & SHIPPING BVBA,KALLO,Belgium
ENDU,ENDEL GDF SUEZ,KOUROU,French Guiana
ENGU,BASF NEDERLAND BV,DE MEERN,Netherlands
ENLU,EURO NORDIC LOGISTICS B.V,RIDDERKERK,Netherlands
ENMU,GSLINES - TRANSPORTES MARITIMOS,FUNCHAL,Portugal
ENRU,TRANSCOM LLP,ALMATY,Kazakhstan
ENSU,ENTRUST SHIPPING L.L.C,DUBAI,United Arab Emirates
ENTU,ENTRANS AS,STABEKK,Norway
EOHU,ESPINA OBRAS HIDRAULICAS S.A,SANTIAGO DE COMPOSTELA,Spain
EOLU,EXIM CONTAINER SERVICES PTE. LTD.,Singapore,Singapore
EOSU,SHELL CATALYSTS & TECHNOLOGIES PTE LTD,Singapore,Singapore
EPCU,EPC UK,GREAT OAKLEY,United Kingdom
EPIU,EPIC-CONCEPTS LLC,"GARDEN CITY, GA 31408",United States
EPLU,EPL INTERNATIONAL PTY LTD,"MATRAVILLE, NSW 2036",Australia
EPPU,SCANDIC CONTAINER OY,ESPOO,Finland
EQPU,"INTERNATIONAL EQUIPMENT MANAGEMENT USA,LLC","TORRANCE,CA 90501",United States
EQRU,TRITON INTERNATIONAL LTD,"PURCHASE, NY 10577",United States
EQUU,EQUIPE CONTAINER SERVICES,"SAN RAFAEL, CA 94903",United States
ERFU,EUROTAINER SA,Rotterdam,Netherlands
ERIU,ERONTRANS SP. Z.O.O,PRUSZCZ GDANSKI,Poland
ERMU,ERMONT SAS,LORETTE,France
ERNU,WIHELM ERNST GMBH,HAMBURG,Germany
ERTU,"LLC ""ERANT""",Kyiv,Ukraine
ESCU,EXPRESSWAY CONTAINER LINE LLP,KOLKATA,India
ESDU,EMIRATES SHIPPING (HONG KONG) LTD,WONG CHUK HANG,HK
ESEU,ESSECO SRL,S.MARTINO TRECATE NO,Italy
ESLU,ETHIOPIAN SHIPPING & LOGISTICS SERVICES ENTERPRISE,ADDIS ABABA,Ethiopia
ESPU,EMIRATES SHIPPING (HONG KONG) LTD,WONG CHUK HANG,HK
ESSU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
ETBU,ETI BAKIR A.S.,KASTAMONU,Turkey
ETCU,ACL UK,FELIXSTOWE IP11 7QG,United Kingdom
ETEU,ETEICOMPS S.L.,CARCAIXENT,Spain
ETNU,EUROTAINER SA,Rotterdam,Netherlands
ETRU,CJSC ELF FILLING,Elektrougli,Russian Federation
ETTU,ELBTAINER TRADING GMBH,Barsbüttel,Germany
EUCU,EUCON SHIPPING AND TRANSPORT LTD,ROTTERDAM,Netherlands
EUFU,RAIL SERVICE SRL,ROUIGO,Italy
EUGU,CAVALIER CONTAINERS PTY LTD,BRISBANE QUEENSLAND,Australia
EULU,EUROAFRICA SHIPPING LINES CYPRUS LIMITED,LIMASSOL,Cyprus
EURU,EUROTAINER SA,Rotterdam,Netherlands
EUVU,DEN HARTOGH LIQUID LOGISTICS BV,ROTTERDAM,Netherlands
EUXU,EUROTAINER SA,Rotterdam,Netherlands
EVAU,EUROTAINER SA,Rotterdam,Netherlands
EVCU,EVEON CONTAINERS BV,Rotterdam,Netherlands
EVEU,EVEON CONTAINERS BV,Rotterdam,Netherlands
EVKU,EVONIK CORPORATION,"Parsippany, NJ 07054",United States
EVOU,EVOLUTION GERADORES LTDA,Itajai-Santa Catarina (SC),Brazil
EVRU,OPERAIL,TALLINN,Estonia
EWAU,MOVE INTERMODAL NV,GENK,Netherlands
EWCU,EAST WEST CONTINENTAL CONTAINER LINE,VLADIMIR MKR VUREVETS,Russian Federation
EXFU,EXSIF WORLDWIDE,"PURCHASE, NY 10577",United States
EXOU,EXODUS CHEMTANK PVT LIMITED,MUMBAI,India
EXPU,RAIL CARGO LOGISTICS - AUSTRIA GMBH,VIENNA,Austria
EXXU,EXSIF WORLDWIDE,"PURCHASE, NY 10577",United States
EYTU,"HARBIN EYT TECH&TRADE SHARE CO., LTD","HARBIN,",China
EZCU,EASY CONTAINER AG,Rotkreuz,Switzerland
FAAU,MAERSK A/S,Copenhagen,Denmark
FACU,TWS TANKCONTAINER-LEASING GMBH & CO KG,Hamburg,Germany
FAFU,CACI,RAMBOUILLET CEDEX,France
FAKU,FRIEDRICH A. KRUSE JUN / INTERNATIONALE SPEDITION,BRUNSBUTTEL,Germany
FAMU,FLEXBOX COLUMBIA SAS,BOGOTA,Colombia
FANU,HAPAG LLOYD A.G,HAMBURG,Germany
FARU,INDIVIDUAL ENTREPRENEUR YEGOROV EVGENY,"Magadan, Magadanskaya oblast",Russian Federation
FATU,FERRARI ALDO TRASPORTI SRL,FIORENZUOLA D'ARDA (PC),Italy
FAVU,JSC INFOTECH-BALTIKA-M,MOSCOW,Russian Federation
FAZU,STP SHIPPING AND TRADING INC,"ASTORIA, NY 11105",United States
FBAU,AMUS,Chungcheongbuk-do,"Korea, Republic of"
FBIU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FBLU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FBRU,FRIGORIFICOS BRIGIDO LDA,VALVERDE,Portugal
FBTU,INTERGERMANIA TRANSPORT GMBH,JESTEBURG,Germany
FBXU,FLEXBOX COLUMBIA SAS,BOGOTA,Colombia
FCBU,FLEXBOX COLUMBIA SAS,BOGOTA,Colombia
FCCU,FAR EASTERN SHIPPING PLC,VLADIVOSTOK,Russian Federation
FCGU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FCIU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FCKU,MULTIBLAST CONTAINERS INC,La Sarre,Canada
FCLU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FCNU,F.LLI CANIL SPA,BESSICA (TV),Italy
FCRU,FINNLINES PLC,HELSINKI,Finland
FCXU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FDAU,FORMOSA DAIKIN ADVANCED CHEMICALS,TAIPEI,"Taiwan, China"
FDCU,SHANGHAI FNS LOGISTICS CO LTD,Shanghai,China
FDDU,SEALEASE N.V.,"WILLEMSTAD, CURACAO,",Netherlands Antilles
FDKU,FLSMIDTH A/S,VALBY COPENHAGEN,Denmark
FDPU,DEL MONTE FRESH PRODUCE COMPANY,"CORAL GABLES, FL 33134",United States
FDXU,FEDEX FREIGHT INC,"HARRISON, AR 72601",United States
FELU,FAR EAST LANDBRIDGE LTD,LIMASSOL,Cyprus
FEMU,FEDERAL EMERGENCY MANAGEMENT AGENCY,Washington,United States
FERU,S.G.T. SRL,FIORENZUOLA D'ARDA PC,Italy
FESU,FAR EASTERN SHIPPING PLC,VLADIVOSTOK,Russian Federation
FETU,PEROXYCHEM SPAIN S.L,LA ZAIDA,Spain
FFAU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FFCU,"LLC "" SPECIAL CONTAINER LINES""",Moscow,Russian Federation
FFLU,SAURASHTRA FREIGHT PRIVATE LIMITED,Mumbai,India
FFMU,"FUJIFILM ELECTRONIC MATERIALS USA, INC.","MESA, AZ 85212",United States
FFUU,FF LOCATION,LA MADELEINE,France
FGKU,"FEDERAL FREIGHT COMPANY, JSC",Yekaterinburg,Russian Federation
FGNU,FLINT GROUP NETHERLANDS B.V.,´s-Gravenzande,Netherlands
FGRU,HOOVER FERGUSON UK LIMITED,ABERDEEN,United Kingdom
FGWU,CATERPILLAR (NI) LTD,LARNE,United Kingdom
FHFU,FHF FLURFOERDERGERAETE GMBH,BREMEN,Germany
FIAU,FRIO INDUSTRIAS ARGENTINAS SA,"Villa Mercedes, San Luis",Argentina
FIBU,FLEXITANK INC.,"PUERTO RICO, PR 00968",United States
FICU,HANS FISCHER LOGISTIK AG,UNTERVAZ,Switzerland
FIIU,PT FREEPORT INDONESIA,PAPUA,Indonesia
FIOU,PIETRO FIORENTINI SPA,ARCUGNANO (VI),Italy
FIXU,FINNCONTAINERS OY LTD,HELSINKI,Finland
FJAU,ALCOA FJARDAAL SF,Reydarfjordur,Iceland
FJKU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FJWU,"FUSHUN JUNWEI LOGISTICS CO., LTD.",Fushun,China
FKKU,DALKOMHOLOD JSC,Vladivostok,Russian Federation
FLBU,FLOSIT,CASABLANCA,Morocco
FLCU,FINNLINES PLC,HELSINKI,Finland
FLDU,"FELD ENTERTAINMENT,INC","Palmetto, FL 34221,",United States
FLFU,FINNLINES PLC,HELSINKI,Finland
FLOU,FLOWBOX S.A,BUENOS AIRES,Argentina
FLRU,FINNLINES PLC,HELSINKI,Finland
FLTU,EIMSKIP ISLAND EHF,REYKJAVIK,Iceland
FLUU,FLUORCHEMIE STULLN GMBH,STULLN,Germany
FMBU,P & O FERRYMASTERS LTD,ZEEBRUGGE,Belgium
FMCU,FARMAD COMPANY LIMITED,CHABAHAR,"Iran, Islamic Republic of"
FMIU,"FONG-MING GASES INDUSTRIAL CO., LTD",Taipei,"Taiwan, China"
FMLU,FLEET SHIP MANAGEMENT PTE LTD,SINGAPORE,Singapore
FMMU,MOERDIJK TANKCONTAINER TRADING BV,Moerdijk,Netherlands
FMRU,FYFFES INTERNATIONAL,"DUNDALK, CO. LOUTH",Ireland
FMSU,SWEDISH DEFENCE FMV,STOCKHOLM,Sweden
FODU,ALLIANCEUROPE,BOLBEC,France
FOGU,FIVE OCEANS LOGISTICS LTD,Hong Kong,HK
FOHU,"NANTONG FOHSIN CONTAINER MANUFACTURING CO, LTD",JIANGSU,China
FOLU,"COMPACT CONTAINER SYSTEMS, LLC","BOCA RATON, FL-33432",United States
FOSU,"FUJIAN ORIENT SHIPPING CO,LTD","FUZHOU, FUJIAN PROVINCE",China
FOTU,H&S FOODTRANS BV,BARNEVELD,Netherlands
FPEU,AXENS,SALINDRES,France
FPMU,FORMOSA PLASTICS MARINE CORP,TAIPEI,"Taiwan, China"
FPOU,FREEPORT GASES LTD,GRAND BAHAMA,Bahamas
FPTU,RAFFLES LEASE PTE Ltd.,Singapore,Singapore
FRCU,GCATAINER BV,MOERDIJK,Netherlands
FRIU,FRICON REEFER SALES,ROTTERDAM,Netherlands
FRLU,MAERSK A/S,Copenhagen,Denmark
FSCU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FSRU,SPANISH MINISTRY OF DEFENCE-SPANISH AIRFORCE,MADRID,Spain
FSSU,FUGRO SUBSEA TECHNOLOGIES PTE LTD,Singapore,Singapore
FSTU,"FSTA TRUCKING, INC.",DAVAO CITY,Philippines
FSZU,FUJIFILM ELECTRONIC MATERIALS (SUZHOU) CO.LTD,Suzhou,China
FTAU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
FTCU,SIA FERRO TERMINAL,Liepaja,Latvia
FTGU,FINTRANS GL,St Petesburg,Russian Federation
FTIU,"FIBA TECHNOLOGIES, INC","Littleton, MA 01460",United States
FTKU,FAIRTECK HOLDING PTE LTD,Singapore,Singapore
FTLU,FRONTIER LOGISTICS LP,LA PORTE TX-77571,United States
FTTU,FISCHINGER GMBH TANKSPEDITION + LOG,BOEHRINGEN,Germany
FUDU,UFUDU SPECIALISED SPACE SOLUTIONS (PTY) LTD,FONTAINEBLEAU,South Africa
FUGU,FUGRO NETHERLANDS MARINE B.V.,Nootdorp,Netherlands
FUJU,FUJIFILM ELECTRONIC MATERIALS (EUROPE) N.V.,ZWIJNDRECHT,Belgium
FUKU,TRADECORP INTERNATIONAL PTY LTD.,BRISBANE,Australia
FUWU,YUCHAI DONGTE SPECIAL PURPOSE AUTOMOBILE CO LTD,Suizhou City,China
FUXU,VELOTRANS SRL,NAPOLI,Italy
FVGU,FLEXI-VAN CORP,"KENILWORTH, NJ 07033",United States
FVIU,SEACO SRL,BRIDGETOWN BB11144,Barbados
FVLU,MOVETAINER,AZEITAO,Portugal
FWRU,"FUWA MECHANICAL ENGINEERING (HK) CO., LTD.",FOSHAN,China
FWUU,EUROTAINER SA,Rotterdam,Netherlands
FXLU,FLEXBOX COLUMBIA SAS,BOGOTA,Colombia
FYCU,"PAN OCEAN CONTAINER SUPPLIES CO.,LTD.",JIAXING,China
FZJU,FORSCHUNGSZENTRUM JUELICH GMBH,JUELICH,Germany
FZQU,TEIJIN ARAMID BV,ARNHEM,Netherlands
GAAU,GUJARAT ALKALIES AND CHEMICALS LIMITED,vadodara,India
GACU,ABODI,MADRID,Spain
GADU,MARINE ANTIPOLLUTION ENTERPRISE JSCO,VARNA,Bulgaria
GAEU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
GAFU,MACS MARITIME CARRIER SHIPPING GMBH & CO,HAMBURG,Germany
GALU,GALCO NV,BRUXELLES,Belgium
GAMU,STOLPI GAMAR EHF,REYKJAVIK,Iceland
GAOU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
GARU,GARTNER KG - INTERNATIONALE TRANSPORTE,LAMBACH,Austria
GASU,BULKHAUL LTD,MIDDLESBROUGH CLEVELAND,United Kingdom
GATU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
GAVU,PELLEGRINI TRASPORTI SRL,NOGAROLE ROCCA (VERONA),Italy
GAYU,SA ELECTRICITY GAY,CHALONS EN CHAMPAGNE,France
GAZU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
GBKU,TAM INTERNATIONAL LP,"SASKATOON, SK",Canada
GBMU,BOURGEY MONTREUIL S.A,MERY,France
GBSU,MOMENTIVE PERFORMANCE MATERIALS GMBH,LEVERKUSEN,Germany
GBTU,GUIDO BERNARDINI SRL,TERNI TR,Italy
GCAU,GCA INTERMODAL,MONTELIMAR CEDEX,France
GCBU,TRANSPORT GHEYS NV,MOL,Belgium
GCCU,GREEN CONTAINERS AB,Læsø,Denmark
GCEU,SEACO SRL,BRIDGETOWN BB11144,Barbados
GCGU,SICO - SOCIETA ITALIANA CARBURO OSSIGENO,MILANO MI,Italy
GCMU,SHAANXI GREATROAD INDUSTRIAL CO LTD,SHAANXI,China
GCNU,GRIMALDI GROUP SPA,NAPOLI NA,Italy
GCRU,GARDNER CRYOGENICS,"BETHLEHEM, PA 18017",United States
GCSU,PEACOCK CONTAINER PTE. LTD.,SINGAPORE,Singapore
GCUU,NOBLE CONTAINER LEASING SINGAPORE PTE LTD,Singapore,Singapore
GCXU,GLOBAL CONTAINER INTERNATIONAL LLC,Hamilton,Bermuda
GDNU,GAZPROM DOBYCHA NOYABRSK,Noyabrsk,Russian Federation
GDSU,GOLDEN SHIP LLC,Ho Chi Minh,Viet Nam
GECU,"GREAT EXTEND CO,LTD",TAIPEI,"Taiwan, China"
GEKU,STELLAR FREIGHT LTD.,"NEW-YORK, NY 10004",United States
GELU,HOYER GMBH,HAMBURG,Germany
GENU,GCATAINER BV,MOERDIJK,Netherlands
GEQU,GREENWELL EQUIPMENT,ABERDEEN,United Kingdom
GERU,GEORGIAN RAILWAY LLC,TBILISI,Georgia
GESU,SEACO SRL,BRIDGETOWN BB11144,Barbados
GETU,TARROS SPA,LA SPEZIA SP,Italy
GEUU,GESTION EUROPEA DE CARCAS SA,"CAMPO DE CRIPTANA, CIUDAD REAL",Spain
GEWU,SUEZ WATER TECHNOLOGIES & SOLUTIONS (UK) LIMITED PARTNERSHIP,PETERBOROUGH,United Kingdom
GFCU,GULF FIRST CONTAINER LINE (UK) LTD,DUBAI,United Arab Emirates
GFRU,COSIARMA SPA,GENOA,Italy
GFXU,GULF FLUOR L.L.C,Abu Dhabi,United Arab Emirates
GFZU,GEOMAR,KIEL,Germany
GGAU,GLOBAL MARITIME ALGERIE,Batna,Algeria
GGCU,CARGOSHELL BV,ROTTERDAM,Netherlands
GGEU,GESAN GRUPOS ELECTROGENOS,MUEL,Spain
GGGU,GLOBAL GASES,DUBAI,United Arab Emirates
GGMU,JSC TAIMYR OIL COMPANY,KRASNOYARSK,Russian Federation
GGOU,G2 OCEAN AS,Bergen,Norway
GGRU,GUANGGANG GASES (HONGKONG) COMPANY LTD,HONG KONG,HK
GGSU,"SEACOR ISLAND LINES, LLC","FT LAUDERDALE, FL 33316",United States
GHBU,GRIEPE CONTAINER GMBH,BREMEN,Germany
GHCU,"GHC GERLING, HOLZ&CO.GmbH",HAMBURG,Germany
GHTU,GREEN REVOLUTION COOLING,"Austin, TX 78758",United States
GICU,EMPRESA DE GASES INDUSTRIALES,GUANABACOA,Cuba
GINU,GAS INNOVATIONS,"LA PORTE, TX 77571",United States
GIPU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
GITU,GIEZENDANNER TRANSPORT AG,ROTHRIST,Switzerland
GIVU,ROLLER CHEMICAL SRL,Fornovo s. giovanni,Italy
GJSU,"GUANGDONG PLACTICS EXCHANGE CO,LTD",GUANGZHOU CITY,China
GKRU,GRUZOVAYA KORPORATSIYA,Ulyanovsk,Russian Federation
GLAU,GASPRO LATINOAMERICA S.A,PANAMA,Panama
GLBU,LANXESS SOLUTIONS US INC,"EL DORADO, AR 71730",United States
GLDU,TOUAX,LA DEFENSE,France
GLKU,LANXESS SOLUTIONS US INC,"EL DORADO, AR 71730",United States
GLLU,"GLOBAL CONTAINER LOGISTICS,LLC",MOSCOW,Russian Federation
GLOU,GLOBAL OCEAN LINK LITHUANIA UAB,VILNIUS,Lithuania
GLPU,LLC PROLEASINGGROUP,MOSCOW,Russian Federation
GLQU,GLOBAL EQUIPMENT LOGISTICS LTD,"GRAYS, WEST THURROCK",United Kingdom
GLUU,GLOBELINK UNIMAR LOJISTIK A.S.,ISTANBUL,Turkey
GMCU,GEM CONTAINERS LIMITED,London SW1Y 6LS,United Kingdom
GMDU,GEMADEPT CORPORATION,HO CHI MINH,Viet Nam
GMGU,GMT SHIPPING (HK) LTD,HONG-KONG,HK
GMLU,MARITIME GLOBAL LINE LTD,Limassol,Cyprus
GMMU,CALORIE FLUOR,BUC,France
GMOU,GOLD STAR LINE LTD,"Kowloon, Hong Kong",HK
GMXU,"QINGDAO GREATMICRO SUPPLY CHAIN CO.,LTD",QINGDAO,China
GNCU,NIPPON CONCEPT CORPORATION,CHIYODA-KU - TOKYO,Japan
GNFU,GLOBAL NUCLEAR FUELS,"WILMINGTON, NC 28402",United States
GNIU,VALE NOUVELLE-CALEDONIE,NOUMEA CCEDEX,New Caledonia
GNSU,SAMSKIP MCL BV,ROTTERDAM,Netherlands
GOAU,PHOENIX INTERNATIONAL SRL,GENOVA,Italy
GOJU,GOLDFLEET MANAGEMENT LTD,"MARLOW, BUCKS SL7 1DP",United Kingdom
GOKU,GOKBIL NAKLIYAT DEP.LOJ.SAN.VE DIS TIC.A.S.,KOZYATAGI /KADIKOY / ISTANBUL,Turkey
GORU,"TTES. J. GORGORI, S.L",TARRAGONA,Spain
GPFU,PRIVATE ENTERPRISE FIRMA GLORIA,ZAPOROHYE,Ukraine
GPLU,MANAGEMENT CONTROL & MAINTENANCE S.A.,GENEVE,Switzerland
GPVU,BALTPLUS-REGION,ST PETERSBURG,Russian Federation
GRBU,GOODRICH MARITIME PRIVATE LIMITED,"GOVANDI, MUMBAI",India
GRCU,BORCHARD LINES LTD,LONDON EC1Y 4XY,United Kingdom
GRDU,TOUAX,LA DEFENSE,France
GREU,M.A. GRENDI DAL 1828 S.P.A.,OPERA (MI),Italy
GRFU,GATEWAY RAIL FREIGHT LIMITED,NEW DEHLI,India
GRIU,MAERSK A/S,Copenhagen,Denmark
GRKU,JSC GRUDAKONTA,Klaipeda,Lithuania
GRLU,GRUBER GMBH & CO.KG,LUDWIGSHAFEN/ RHEIN,Germany
GRMU,GOODRICH MARITIME PRIVATE LIMITED,"GOVANDI, MUMBAI",India
GRPU,TRISTAR ENGINNERING CONSULTING LOGISTIC SA,CHIASSO,Switzerland
GRTU,HULDA MARITIME INTERNATIONAL CONTAINER,KOWLOON,HK
GRUU,GRUBER GMBH & CO.KG,LUDWIGSHAFEN/ RHEIN,Germany
GRWU,GRW ENGINEERING (PTY) LTD,Worcester,South Africa
GRXU,GOODRICH MARITIME PRIVATE LIMITED,"GOVANDI, MUMBAI",India
GSCU,NAVITRANS FRANCE,Marseille,France
GSHU,"GSH OF ALABAMA, LLC","Huntsville, AL 35805",United States
GSIU,SPINELLI S.R.L,GENOVA,Italy
GSKU,"GESTION DE SERVICIOS MARITIMOS AEREOS Y TERRESTRES, S.A",BARCELONA,Spain
GSLU,GOLD STAR LINE LTD,"Kowloon, Hong Kong",HK
GSMU,"AIR LIQUIDE HEALTHCARE ESPAÑA, S.L.",MADRID,Spain
GSOU,GLOBE OPUS SHIPPING LINE (UK) LTDTD,SURREY CRO 3PS,United Kingdom
GSPU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
GSSU,G2 OCEAN AS,Bergen,Norway
GSTU,SEACO SRL,BRIDGETOWN BB11144,Barbados
GTAU,GALLIKER TRANSPORT AG,ALTISHOFEN,Switzerland
GTIU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
GTLU,GTL AGENCIES (S) PTE.LTD,Singapore,Singapore
GTMU,GTM MANUFACTURING LLC,"AMARILLO, TX 79103",United States
GTPU,GTS SPA,GENOVA,Italy
GTRU,GENTENAAR TRANSPORT BV,KLUNDERT,Netherlands
GTTU,GETRAS SRL,Fiumicino,Italy
GURU,CORAL TANKS PRIVATE LIMITED,Singapore,Singapore
GUTU,UES INTERNATIONAL (HK) HOLDINGS LIMITED,SHANGHAI,China
GVCU,UES INTERNATIONAL (HK) HOLDINGS LIMITED,SHANGHAI,China
GVDU,UES INTERNATIONAL (HK) HOLDINGS LIMITED,SHANGHAI,China
GVTU,GRAND VIEW CONTAINER TRADING (HK) CO LTD,SHANGHAI,China
GWDU,GRILLO-WERKE AG,DUISBURG,Germany
GWGU,GRIMM & WULFF ANLAGEN UND SYSTEMBAU GMBH,Seevetal,Germany
GWIU,GLORY WELL INDUSTRIES LIMITED,"SAN PO KONG , KOWLOON",HK
GWLU,GREENWAY LOGISTICS LIMITED,HONG KONG,HK
GXLU,CLDN CARGO NV,ZEEBRUGGE,Belgium
GZEU,GAZECHIM FROID,BEZIERS,France
GZGU,INFRASTRUCTURE AND PRODUCTION LLC,Moscow,Russian Federation
HAAU,HAANPAA INTERNATIONAL AB,HELSINGBORG,Sweden
HACU,HAIAN TRANSPORT & STEVEDORING JSC,Hanoi,Viet Nam
HAGU,HERRENKNECHT AG,Schwanau,Germany
HAHU,SHANGHAI HAI HUA SHIPPING CO LTD,SHANGHAI,China
HAKU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
HALU,HEUNG-A LINE CO LTD,SEOUL,"Korea, Republic of"
